Type,air_temp,process_temp,rotational_speed,torque,tool_wear,Machine failure
1,-0.3392530637522129,-0.1956913518316128,0.2942122712946692,-0.3365602995199315,0.955114812241054,0
0,-0.3392530637522129,-0.1956913518316128,1.6109109056838353,-1.7226977245002484,1.0020920556123158,0
1,-0.2977612455818962,-0.1956913518316128,1.5164641681960047,-1.4509060725433236,1.0334102178598237,0
0,-0.2562694274115559,-0.15382259434224385,-0.08913036909711335,-0.3003214125923417,1.0803874612310855,0
0,-0.2562694274115559,-0.15382259434224385,-0.8058144359165329,0.2885604999809954,1.1117056234785934,0
1,-0.2977612455818962,-0.23756010932098173,0.7775573396147428,-1.1972338640501938,1.1430237857261012,0
2,-0.3392530637522129,-0.23756010932098173,-0.4058047242033685,0.19796328266202048,1.1900010290973628,0
0,-0.3392530637522129,-0.23756010932098173,-0.06690760733527087,-0.8620241599699865,1.2682964347161325,0
0,-0.2977612455818962,-0.1956913518316128,-0.716923388869163,2.154863176751879,1.2996145969636403,1
1,-0.2977612455818962,-0.1956913518316128,2.138701497527594,-1.7498768896959407,1.3309327592111482,0
0,-0.2977612455818962,-0.15382259434224385,-0.4835843903698171,0.3247993869085853,1.37791000258241,0
0,-0.2977612455818962,-0.15382259434224385,-0.9447066969280483,0.2251424478577127,1.4092281648299179,0
0,-0.2562694274115559,-0.15382259434224385,0.2942122712946692,-0.6264713949406516,1.4405463270774257,0
0,-0.2977612455818962,-0.1956913518316128,0.34421348525881473,-0.8710838817018841,1.4718644893249335,0
0,-0.3392530637522129,-0.23756010932098173,-0.8891497925234421,0.43351604769135543,1.5031826515724414,0
0,-0.3392530637522129,-0.23756010932098173,-0.43358317640567157,0.542232708474125,1.5345008138199492,0
0,-0.3392530637522129,-0.23756010932098173,-0.46691731904843525,-0.05570892583110972,1.565818976067457,1
0,-0.3392530637522129,-0.23756010932098173,-0.7835916741546904,0.8683826908224349,-1.6912698976733591,0
0,-0.3392530637522129,-0.23756010932098173,-0.761368912392848,-0.3637394647156244,-1.6599517354258513,0
2,-0.3392530637522129,-0.27942886681032686,-0.5224742234530414,0.7234271431120749,-1.6286335731783435,0
0,-0.2977612455818962,-0.23756010932098173,-0.4946957712507383,0.5059938215465352,-1.5503381675595738,0
0,-0.2977612455818962,-0.23756010932098173,-0.4780286999293565,-0.10100753449059718,-1.519020005312066,0
0,-0.2562694274115559,-0.1956913518316128,-0.38913765288198665,-0.16442558661387927,-1.487701843064558,0
0,-0.2977612455818962,-0.23756010932098173,-0.6502551035836356,0.5150535432784328,-1.4563836808170503,0
1,-0.2562694274115559,-0.1956913518316128,1.4720186446723198,-1.369368576956246,-1.4250655185695424,0
2,-0.2562694274115559,-0.1956913518316128,-0.572475437417187,0.17984383919822525,-1.3780882751982806,0
0,-0.2562694274115559,-0.1956913518316128,0.027539130152559602,-0.9163824903613713,-1.299792869579511,0
1,-0.2562694274115559,-0.1956913518316128,-0.6669221749050175,0.29762022171289304,-1.268474707332003,0
1,-0.2977612455818962,-0.23756010932098173,-0.28913522495369554,-0.21878391700526434,-1.2214974639607414,0
0,-0.2977612455818962,-0.23756010932098173,1.1886784322088284,-1.4599657942752209,-1.1745202205894796,0
0,-0.2977612455818962,-0.23756010932098173,1.6164665961242959,-1.5415032898622987,-1.1432020583419717,0
1,-0.2977612455818962,-0.23756010932098173,1.0442304807568523,-1.3421894117605535,-1.111883896094464,0
0,-0.21477760924121556,-0.1956913518316128,-0.4946957712507383,0.09830634361114793,-1.064906652723202,0
0,-0.2562694274115559,-0.23756010932098173,0.4608829845084877,-0.907322768629474,-1.0335884904756942,0
1,-0.2562694274115559,-0.1956913518316128,-1.0447091248563394,0.9318007429457176,-1.0022703282281864,0
1,-0.2562694274115559,-0.1956913518316128,0.1997655338068387,-0.5992922297449593,-0.9552930848569247,0
1,-0.2977612455818962,-0.23756010932098173,1.1720113608874465,-1.088517203267424,-0.9083158414856629,0
0,-0.2977612455818962,-0.27942886681032686,-0.055796226454349646,-0.8348449947742936,-0.8613385981144012,0
0,-0.3392530637522129,-0.27942886681032686,-0.08913036909711335,0.2251424478577127,-0.8300204358668932,0
0,-0.3392530637522129,-0.23756010932098173,1.7386917858144295,-1.532443568130401,-0.7987022736193854,0
0,-0.3392530637522129,-0.27942886681032686,2.510932757038455,-1.9220116026019933,-0.7673841113718776,0
0,-0.3392530637522129,-0.27942886681032686,0.08865172499762639,-0.1191269779543918,-0.7360659491243697,0
1,-0.3392530637522129,-0.27942886681032686,-0.5446969852148839,-0.1281866996862894,-0.7047477868768619,0
0,-0.3392530637522129,-0.3212976242996958,-0.4946957712507383,0.13454523053873776,-0.6577705435056002,0
0,-0.3392530637522129,-0.3212976242996958,0.2886565808542086,-0.9798005424846536,-0.6264523812580922,0
0,-0.3392530637522129,-0.3212976242996958,-0.5224742234530414,0.5965910388655101,-0.5951342190105844,0
1,-0.3392530637522129,-0.27942886681032686,-0.23357832054908936,0.44257576942325244,-0.5638160567630766,0
2,-0.2977612455818962,-0.27942886681032686,0.4553272940680271,-0.8348449947742936,-0.5168388133918148,0
0,-0.2977612455818962,-0.3212976242996958,0.18309846248545686,-0.7080088905277289,-0.4385434077730452,0
0,-0.3392530637522129,-0.3631663817890409,1.8498055946236418,-1.7589366114278382,-0.40722524552553735,0
2,-0.38074488192255324,-0.3631663817890409,-0.22246693966816813,0.1436049522706354,-0.37590708327802946,0
1,-0.3392530637522129,-0.3212976242996958,-0.22802263010862875,-0.21878391700526434,-0.2976116776592599,0
1,-0.3392530637522129,-0.3631663817890409,-0.29469091539415615,-0.0013505954397246306,-0.2506344342879981,0
0,-0.3392530637522129,-0.3631663817890409,0.7831130300552035,-1.1338158119269113,-0.2036571909167363,0
0,-0.3392530637522129,-0.3631663817890409,-0.6002538896194901,0.3429188303723805,-0.17233902866922848,0
0,-0.2977612455818962,-0.3212976242996958,0.13865293896177194,-0.7080088905277289,-0.14102086642172063,0
0,-0.3392530637522129,-0.3631663817890409,0.3331021043778935,-0.8076658295786014,-0.10970270417421278,0
1,-0.3392530637522129,-0.3631663817890409,0.9331166719476401,-1.2515921944415784,-0.07838454192670494,0
0,-0.38074488192255324,-0.4050351392784099,-0.4002490337629079,-0.11006725622249416,-0.031407298555443164,0
0,-0.2977612455818962,-0.3212976242996958,-0.5891425087385688,0.25232161305340556,-8.913630793531502e-05,0
0,-0.2977612455818962,-0.3212976242996958,0.10531879631900823,-0.0647686475630067,0.03122902593957253,0
0,-0.2562694274115559,-0.27942886681032686,-1.2724924329152247,0.7959049169672552,0.06254718818708038,0
0,-0.2977612455818962,-0.3212976242996958,0.038650511033480835,0.13454523053873776,0.09386535043458823,0
0,-0.2977612455818962,-0.3212976242996958,1.0442304807568523,-1.1338158119269113,0.12518351268209607,0
0,-0.2977612455818962,-0.3631663817890409,0.11643017719992947,-0.8801436034337812,0.15650167492960393,0
0,-0.2562694274115559,-0.3631663817890409,-1.166934314546473,1.6837576466932094,0.18781983717711176,0
0,-0.2977612455818962,-0.3631663817890409,-0.7002563175477812,0.4153966042275602,0.21913799942461962,0
0,-0.2562694274115559,-0.3631663817890409,0.26643381909236613,-0.3003214125923417,0.2504561616721275,0
0,-0.2977612455818962,-0.4050351392784099,0.11087448675946886,-0.6898894470639343,0.2817743239196353,0
0,-0.3392530637522129,-0.4469038967677788,-0.36691489112014414,-0.07382836929490433,0.31309248616714314,0
0,-0.3392530637522129,-0.4469038967677788,1.0997873851614586,-1.2878310813691687,0.344410648414651,0
1,-0.38074488192255324,-0.4469038967677788,-0.5446969852148839,0.11642578707494318,0.37572881066215885,0
1,-0.38074488192255324,-0.4469038967677788,-0.6058095800599507,0.6962479779163826,0.42270605403342065,0
0,-0.3392530637522129,-0.4469038967677788,-0.9447066969280483,1.0042785168008974,0.4696832974046824,0
1,-0.3392530637522129,-0.4050351392784099,0.9553394337094826,-1.2153533075139886,0.5010014596521902,0
2,-0.38074488192255324,-0.4050351392784099,-0.6613664844645568,0.3429188303723805,0.547978703023452,0
0,-0.38074488192255324,-0.3631663817890409,-1.3447164086412127,1.2126521166345394,0.6262741086422217,0
2,-0.3392530637522129,-0.3631663817890409,-0.5002514616911989,0.6781285344525874,0.6575922708897295,0
0,-0.3392530637522129,-0.3631663817890409,-1.5058314314145704,1.257950725294027,0.7358876765084991,0
0,-0.3392530637522129,-0.3631663817890409,-0.15579865438264073,-0.526814455889779,0.7672058387560069,0
0,-0.38074488192255324,-0.4050351392784099,0.027539130152559602,-0.6083519514768563,0.7985240010035148,0
1,-0.42223670009286995,-0.4469038967677788,1.327570693220344,-1.2425324727096811,0.8298421632510227,0
2,-0.42223670009286995,-0.4469038967677788,-0.7335904601905449,0.77778547350346,0.8768194066222844,0
1,-0.42223670009286995,-0.4469038967677788,-0.8224815072379147,0.04394801321976284,0.955114812241054,0
0,-0.46372851826321027,-0.4469038967677788,-0.1446872735017195,-0.7533074991872164,1.0020920556123158,0
2,-0.46372851826321027,-0.4469038967677788,0.40532608010388155,-0.526814455889779,1.0334102178598237,0
0,-0.5052203364335506,-0.4469038967677788,-0.13357589262079828,-0.16442558661387927,1.1117056234785934,0
1,-0.5467121546038674,-0.48877265425712396,-0.8891497925234421,0.5512924302060226,1.1430237857261012,0
0,-0.5052203364335506,-0.48877265425712396,-0.36691489112014414,-0.1825450300776745,1.1900010290973628,0
0,-0.5052203364335506,-0.48877265425712396,-0.6502551035836356,0.07112717841545571,1.2213191913448707,0
1,-0.5052203364335506,-0.5306414117464929,-0.42247179552475034,-0.3909186299113166,1.2526373535923785,0
1,-0.5052203364335506,-0.5306414117464929,0.24976674777098426,-0.08288809102680195,1.2996145969636403,0
0,-0.5052203364335506,-0.5306414117464929,1.7275804049335082,-1.351249133492451,1.3465918403349022,0
0,-0.5052203364335506,-0.5306414117464929,-0.06135191689481026,-0.5177547341578814,1.37791000258241,0
2,-0.5052203364335506,-0.5306414117464929,2.4887099952766127,-2.0035490981890707,1.4092281648299179,0
1,-0.5052203364335506,-0.5725101692358381,-0.2446897014300106,0.37009799556807277,1.4875235704486875,0
2,-0.5052203364335506,-0.5306414117464929,-0.33913643891784107,0.1436049522706354,1.5345008138199492,0
1,-0.5052203364335506,-0.5306414117464929,-0.22246693966816813,-0.17348530834577688,1.6127962194387189,0
0,-0.5052203364335506,-0.5306414117464929,-0.3780262720010654,0.4606952128870477,1.6597734628099805,0
0,-0.5052203364335506,-0.5306414117464929,-1.428051765248122,1.7018770901570046,1.6910916250574886,1
0,-0.5467121546038674,-0.5725101692358381,-0.7058120079882417,0.9408604646776146,1.7224097873049964,1
0,-0.5467121546038674,-0.5725101692358381,0.2608781286519055,-0.5811727862811641,-1.6912698976733591,0
1,-0.5052203364335506,-0.5306414117464929,-0.39469334332244727,0.17078411746632763,-1.6599517354258513,0
1,-0.46372851826321027,-0.48877265425712396,-0.5502526756553445,0.15266467400253303,-1.6129744920545894,0
0,-0.46372851826321027,-0.4469038967677788,1.0775646233996161,-1.441846350811426,-1.5659972486833278,0
2,-0.5052203364335506,-0.5306414117464929,0.40532608010388155,-0.8439047165061913,-1.5346790864358197,0
2,-0.5052203364335506,-0.48877265425712396,-0.4502502477270534,0.08924662187925031,-1.4563836808170503,0
0,-0.5052203364335506,-0.48877265425712396,-0.5891425087385688,1.846832637867364,-1.3780882751982806,1
0,-0.5052203364335506,-0.48877265425712396,-1.2280469093915398,1.5569215424466445,-1.3467701129507728,0
1,-0.5052203364335506,-0.5306414117464929,0.39421469922296026,-0.6264713949406516,-1.315451950703265,0
0,-0.5882039727742077,-0.5725101692358381,-0.42802748596521095,0.8049646386991521,-1.268474707332003,0
1,-0.6296957909445243,-0.614378926725207,2.138701497527594,-1.9129518808700956,-1.2371565450844952,0
1,-0.5882039727742077,-0.614378926725207,0.2886565808542086,-0.7442477774553188,-1.1901793017132336,0
0,-0.5882039727742077,-0.5725101692358381,-1.2947151946770672,1.4844437685914642,-1.1432020583419717,0
0,-0.5882039727742077,-0.5725101692358381,-0.8724827212020603,0.1436049522706354,-1.111883896094464,0
0,-0.5882039727742077,-0.5725101692358381,0.43866022274664523,-0.6536505601363438,-1.080565733846956,0
0,-0.5882039727742077,-0.5306414117464929,2.4942656857170733,-1.8585935504787108,-1.0492475715994483,0
0,-0.5882039727742077,-0.5306414117464929,-0.572475437417187,0.7506063083077678,-1.0179294093519404,0
0,-0.5882039727742077,-0.48877265425712396,-1.3058265755579883,0.7143674213801773,-0.9866112471044325,0
0,-0.5882039727742077,-0.48877265425712396,-0.3558035102392229,0.7234271431120749,-0.9552930848569247,0
2,-0.5882039727742077,-0.48877265425712396,1.5831324534815323,-1.604921341985581,-0.9239749226094168,0
1,-0.6296957909445243,-0.5306414117464929,-1.0947103388204849,0.5603521519379202,-0.8456795169906473,0
0,-0.6296957909445243,-0.5306414117464929,-0.30024660583461676,-0.11006725622249416,-0.7987022736193854,0
0,-0.5882039727742077,-0.5306414117464929,0.7108890543292155,-1.0250991511441412,-0.7673841113718776,0
0,-0.5882039727742077,-0.5306414117464929,-0.5169185330125808,-0.3365602995199315,-0.7360659491243697,0
0,-0.6296957909445243,-0.48877265425712396,-1.3224936468793702,1.2760701687578222,-0.7047477868768619,0
0,-0.5882039727742077,-0.4469038967677788,-0.8891497925234421,0.10736606534304555,-0.6734296246293541,0
0,-0.5467121546038674,-0.4050351392784099,0.3719919374611178,-0.7533074991872164,-0.6421114623818462,0
1,-0.5467121546038674,-0.4469038967677788,-0.00023932204974347855,0.13454523053873776,-0.6107933001343383,0
0,-0.5882039727742077,-0.4469038967677788,-0.3446921293583017,0.7234271431120749,-0.5638160567630766,0
0,-0.5882039727742077,-0.4469038967677788,0.7053333638887548,-0.6627102818682414,-0.5324978945155687,0
2,-0.5882039727742077,-0.4469038967677788,-0.7835916741546904,0.8955618560181271,-0.5011797322680609,0
2,-0.5882039727742077,-0.4469038967677788,0.7720016491742822,-0.6627102818682414,-0.42288432664929126,0
1,-0.5882039727742077,-0.4050351392784099,6.3276920896348985,-2.8279837757917425,-0.34458892103052163,1
0,-0.5467121546038674,-0.4050351392784099,-0.4780286999293565,0.08924662187925031,-0.2976116776592599,0
2,-0.5467121546038674,-0.3631663817890409,-0.5946981991790294,0.687188256184485,-0.266293515411752,0
1,-0.5052203364335506,-0.3631663817890409,-0.06690760733527087,-0.09194781275869957,-0.1879981097929824,0
0,-0.5052203364335506,-0.3212976242996958,0.27198950953282675,-0.6264713949406516,-0.14102086642172063,0
0,-0.5052203364335506,-0.3631663817890409,-0.5891425087385688,0.4697549346189453,-0.10970270417421278,0
0,-0.5052203364335506,-0.3631663817890409,0.38865900878249965,-0.6264713949406516,-0.07838454192670494,0
0,-0.5467121546038674,-0.4050351392784099,0.1997655338068387,-0.0647686475630067,-0.047066379679197086,0
1,-0.5052203364335506,-0.4050351392784099,0.5386626506749363,-0.5630533428173689,-0.01574821743168924,0
0,-0.5052203364335506,-0.4050351392784099,-0.2724681536323137,-0.3637394647156244,0.03122902593957253,0
0,-0.5052203364335506,-0.4050351392784099,1.122010146923301,-0.8257852730423967,0.06254718818708038,0
1,-0.46372851826321027,-0.3631663817890409,-1.0835989579395637,1.0042785168008974,0.09386535043458823,0
0,-0.46372851826321027,-0.3212976242996958,0.38865900878249965,-0.5992922297449593,0.14084259380584999,0
1,-0.5052203364335506,-0.3212976242996958,-0.6558107940240963,1.7018770901570046,0.17216075605335784,1
0,-0.5052203364335506,-0.3631663817890409,0.2886565808542086,-0.47245612549839394,0.21913799942461962,0
0,-0.5052203364335506,-0.3631663817890409,-0.3446921293583017,0.18890356093012287,0.2504561616721275,0
0,-0.5052203364335506,-0.3212976242996958,-0.08913036909711335,-0.526814455889779,0.2817743239196353,0
0,-0.46372851826321027,-0.3212976242996958,0.1997655338068387,-0.7261283339915241,0.31309248616714314,0
2,-0.5052203364335506,-0.3212976242996958,-1.0835989579395637,0.9952187950689997,0.344410648414651,0
0,-0.5052203364335506,-0.3212976242996958,-0.8502599594402178,0.2704410565172002,0.42270605403342065,0
1,-0.5467121546038674,-0.3631663817890409,0.27754519997328736,-0.4362172385708041,0.4540242162809285,0
0,-0.5467121546038674,-0.3631663817890409,0.04976189191440207,-0.14630614315008467,0.5010014596521902,0
0,-0.5467121546038674,-0.3631663817890409,-0.22246693966816813,-0.32750057778803454,0.5323196218996981,0
0,-0.5467121546038674,-0.4050351392784099,0.6942219830078336,-0.9345019338251662,0.5636377841472059,0
0,-0.5467121546038674,-0.3631663817890409,-0.5113628425721202,-0.3456200212518291,0.5949559463947138,0
1,-0.5467121546038674,-0.4050351392784099,-0.5835868182981082,0.388217439031868,0.6262741086422217,0
0,-0.5467121546038674,-0.4050351392784099,-0.6835892462263993,0.9770993516052051,0.6732513520134834,0
2,-0.5052203364335506,-0.4050351392784099,1.599799524802914,-1.5958616202536833,0.7045695142609912,0
0,-0.5052203364335506,-0.3631663817890409,-1.3058265755579883,0.2795007782490978,0.7828649198797609,0
0,-0.5052203364335506,-0.3631663817890409,0.16643139116407502,-0.6808297253320367,0.8141830821272688,0
0,-0.5467121546038674,-0.3631663817890409,0.24976674777098426,-1.1428755336588086,0.8455012443747766,0
0,-0.5467121546038674,-0.4050351392784099,-0.9835965300112726,1.076756290656077,0.8768194066222844,0
0,-0.5467121546038674,-0.4469038967677788,-1.166934314546473,0.6600090909887928,0.9081375688697922,0
0,-0.5467121546038674,-0.4050351392784099,-0.00023932204974347855,-0.526814455889779,0.9394557311173001,0
1,-0.5467121546038674,-0.4050351392784099,0.499772817591712,-0.4362172385708041,0.9707738933648079,0
0,-0.5467121546038674,-0.4050351392784099,-0.005795012490204095,-0.8801436034337812,1.0177511367360697,0
0,-0.5467121546038674,-0.3631663817890409,0.17198708160453563,-0.6445908384044469,1.0490692989835775,0
0,-0.5467121546038674,-0.4469038967677788,-0.7280347697500842,0.10736606534304555,1.0803874612310855,0
0,-0.5882039727742077,-0.4469038967677788,-0.6391437227027144,0.5150535432784328,1.1117056234785934,0
0,-0.5882039727742077,-0.4469038967677788,-0.15024296394218012,-0.6355311166725492,1.1430237857261012,0
0,-0.5882039727742077,-0.4469038967677788,-0.33913643891784107,0.08924662187925031,1.174341947973609,0
1,-0.6296957909445243,-0.48877265425712396,0.7831130300552035,-0.7442477774553188,1.2056601102211169,0
0,-0.6296957909445243,-0.48877265425712396,-0.2446897014300106,-0.29126169086044407,1.2526373535923785,0
1,-0.6711876091148646,-0.5725101692358381,0.07198465367624454,-0.48151584723029156,1.2839555158398865,0
0,-0.712679427285205,-0.5725101692358381,-0.8113701263569935,0.7596660300396647,1.3309327592111482,0
0,-0.6711876091148646,-0.5306414117464929,0.39977038966342093,-1.0250991511441412,1.362250921458656,0
1,-0.6711876091148646,-0.5725101692358381,-1.1113774101418668,0.8774424125543325,1.3935690837061638,0
0,-0.6711876091148646,-0.5725101692358381,1.3220150027798832,-1.5958616202536833,1.4405463270774257,0
0,-0.6711876091148646,-0.5306414117464929,-1.0613761961777213,1.5297423772509517,1.4718644893249335,1
0,-0.6711876091148646,-0.5306414117464929,-0.5391412947744233,0.19796328266202048,1.5031826515724414,0
1,-0.6711876091148646,-0.5306414117464929,-0.8002587454760722,0.6509493692568952,1.5345008138199492,0
1,-0.712679427285205,-0.5725101692358381,0.48866143671079076,-0.9526213772889615,1.581478057191211,0
0,-0.712679427285205,-0.5725101692358381,0.2553224382114449,-0.762367220919114,1.6284553005624727,0
0,-0.6711876091148646,-0.5306414117464929,-0.38913765288198665,0.3247993869085853,1.6597734628099805,0
0,-0.6711876091148646,-0.48877265425712396,-0.9835965300112726,1.3485479426130018,1.6910916250574886,1
0,-0.6711876091148646,-0.48877265425712396,-0.7447018410714661,1.2941896122216174,1.7224097873049964,1
0,-0.6711876091148646,-0.48877265425712396,0.6831106021269123,-0.8348449947742936,-1.6912698976733591,0
1,-0.6711876091148646,-0.5306414117464929,-0.4058047242033685,0.062067456683558085,-1.6599517354258513,0
0,-0.6711876091148646,-0.5306414117464929,0.44977160362756646,-0.5539936210854719,-1.6129744920545894,0
0,-0.6711876091148646,-0.5306414117464929,-1.0113749822135756,0.5694118736698178,-1.5816563298070816,0
0,-0.6711876091148646,-0.5306414117464929,-0.1391315830612589,-0.3637394647156244,-1.5503381675595738,0
0,-0.6711876091148646,-0.5306414117464929,-0.2780238440727743,-0.13724642141818705,-1.519020005312066,0
0,-0.6296957909445243,-0.48877265425712396,-1.1558229336655517,1.9102506899906466,-1.487701843064558,0
0,-0.6711876091148646,-0.614378926725207,0.4219931514252634,-1.1247560901950138,-1.4563836808170503,0
0,-0.6296957909445243,-0.5306414117464929,-0.3169136771559986,-0.3637394647156244,-1.4250655185695424,0
1,-0.6296957909445243,-0.5306414117464929,-0.6613664844645568,1.991788185577724,-1.3937473563220346,1
1,-0.5882039727742077,-0.48877265425712396,-0.09468605953757396,0.6509493692568952,-1.3467701129507728,0
0,-0.6296957909445243,-0.5306414117464929,0.6386650786032274,-0.8892033251656788,-1.299792869579511,0
1,-0.6296957909445243,-0.5306414117464929,1.094231694720998,-1.369368576956246,-1.268474707332003,0
1,-0.6711876091148646,-0.5725101692358381,0.26643381909236613,-0.8710838817018841,-1.2214974639607414,0
0,-0.6296957909445243,-0.5306414117464929,-0.8280371976783754,0.5059938215465352,-1.1745202205894796,0
0,-0.6711876091148646,-0.5725101692358381,-0.47247300948889587,-0.4362172385708041,-1.1432020583419717,0
