UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5581,M20440,M,302.6,312.2,1458,48.8,32,0,0,0,0,0,0
9916,M24775,M,298.5,308.7,1662,38.3,13,0,0,0,0,0,0
9759,L56938,L,298.6,309.8,2271,26.2,216,1,1,0,0,0,0
6500,L53679,L,300.9,310.0,1671,36.8,197,0,0,0,0,0,0
5348,L52527,L,303.3,312.7,1262,73.8,98,0,0,0,0,0,0
486,M15345,M,297.4,309.0,1685,40.7,175,0,0,0,0,0,0
4479,L51658,L,302.5,310.2,1477,51.6,14,0,0,0,0,0,0
1849,H31262,H,292.7,300.2,1429,54.1,24,0,0,0,0,0,0
8039,L55218,L,300.7,311.8,1486,57.3,17,0,0,0,0,0,0
3738,L50917,L,302.2,311.1,1351,58.6,108,0,0,0,0,0,0
5830,M20689,M,301.2,311.1,1574,44.3,2,0,0,0,0,0,0
9061,H38474,H,297.2,308.3,1453,55.8,103,0,0,0,0,0,0
6151,L53330,L,301.1,311.1,1711,39.1,168,0,0,0,0,0,0
1786,L48965,L,293.2,301.0,1538,48.2,57,0,0,0,0,0,0
3044,L50223,L,300.3,309.5,1551,47.9,40,0,0,0,0,0,0
9599,L56778,L,299.0,310.2,1490,51.1,52,0,0,0,0,0,0
5597,M20456,M,302.7,312.0,1538,56.7,70,0,0,0,0,0,0
1405,M16264,M,298.9,310.1,1555,50.6,174,0,0,0,0,0,0
4840,H34253,H,303.4,311.9,1402,60.0,52,0,0,0,0,0,0
4038,M18897,M,302.0,310.8,1609,45.2,2,0,0,0,0,0,0
2450,L49629,L,299.3,308.8,1772,50.2,91,0,0,0,0,0,0
1345,L48524,L,298.5,310.1,1809,38.9,18,0,0,0,0,0,0
4391,M19250,M,302.2,310.1,1421,55.4,7,0,0,0,0,0,0
9568,L56747,L,294.8,304.1,1412,52.5,179,0,0,0,0,0,0
6226,M21085,M,301.2,311.0,1424,51.4,129,0,0,0,0,0,0
4368,H33781,H,297.0,302.9,1447,52.8,183,0,0,0,0,0,0
6384,H35797,H,300.2,309.7,1483,53.8,106,0,0,0,0,0,0
5917,L53096,L,295.6,303.2,1555,51.9,17,0,0,0,0,0,0
5910,H35323,H,300.7,310.2,1364,75.3,206,1,1,0,1,1,0
1746,L48925,L,298.5,308.0,1624,39.8,158,0,0,0,0,0,0
1500,M16359,M,298.1,308.8,2206,26.3,193,0,0,0,0,0,0
86,M14945,M,299.0,309.0,1804,36.8,15,0,0,0,0,0,0
9679,M24538,M,299.1,310.2,1711,48.1,13,0,0,0,0,0,0
7287,M22146,M,300.1,310.4,1480,47.1,75,0,0,0,0,0,0
5897,L53076,L,301.1,310.8,1274,65.7,167,0,0,0,0,0,0
4420,M19279,M,302.6,310.2,2676,20.8,82,1,0,0,1,0,0
8695,L55874,L,297.2,308.5,1766,45.8,3,0,0,0,0,0,0
4657,L51836,L,303.1,311.2,1626,52.3,17,0,0,0,0,0,0
1431,L48610,L,298.9,310.0,1378,59.3,16,0,0,0,0,0,0
3071,L50250,L,300.0,309.1,1631,38.3,108,0,0,0,0,0,0
7062,L54241,L,300.6,310.4,1446,59.7,153,0,0,0,0,0,0
7354,L54533,L,299.8,310.3,1687,40.4,31,0,0,0,0,0,0
5164,M20023,M,304.2,313.4,1713,43.5,46,0,0,0,0,0,0
9089,M23948,M,297.1,307.9,1662,36.9,181,0,0,0,0,0,0
8396,M23255,M,298.5,309.5,1483,54.8,90,0,0,0,0,0,0
6686,L53865,L,301.6,310.9,1532,53.6,13,0,0,0,0,0,0
1693,M16552,M,298.1,307.6,1764,37.7,21,0,0,0,0,0,0
3313,L50492,L,301.4,310.4,1639,48.9,90,0,0,0,0,0,0
1469,M16328,M,298.6,309.8,1419,54.9,113,0,0,0,0,0,0
5799,L52978,L,301.5,310.9,1600,49.0,158,0,0,0,0,0,0
1148,M16007,M,292.1,301.0,1690,35.6,157,0,0,0,0,0,0
4638,M19497,M,303.1,311.3,1847,44.7,208,0,0,0,0,0,0
9781,M24640,M,298.8,309.8,1477,56.7,57,0,0,0,0,0,0
4545,L51724,L,297.5,303.4,1349,65.1,185,1,0,1,0,0,0
5316,L52495,L,303.6,312.8,1710,37.2,12,0,0,0,0,0,0
1018,L48197,L,296.3,307.2,1637,51.6,23,0,0,0,0,0,0
203,M15062,M,298.4,308.5,1636,45.7,105,0,0,0,0,0,0
1661,L48840,L,298.2,308.0,1499,64.1,162,0,0,0,0,0,0
6274,L53453,L,296.2,303.8,1711,38.9,36,0,0,0,0,0,0
6354,M21213,M,300.0,309.6,1491,52.0,27,0,0,0,0,0,0
1388,L48567,L,298.9,310.1,1823,36.1,129,0,0,0,0,0,0
9168,M24027,M,297.6,308.7,1392,51.2,176,0,0,0,0,0,0
3978,M18837,M,302.2,311.3,1510,46.6,89,0,0,0,0,0,0
5899,L53078,L,296.0,303.7,1300,67.2,172,0,0,0,0,0,0
8538,L55717,L,298.6,309.5,1730,40.2,39,0,0,0,0,0,0
2779,L49958,L,300.0,309.4,1308,60.2,30,0,0,0,0,0,0
6238,L53417,L,301.4,310.9,1414,48.8,160,0,0,0,0,0,0
2778,L49957,L,300.1,309.4,1464,51.7,28,0,0,0,0,0,0
2275,L49454,L,299.3,308.6,1520,43.7,74,0,0,0,0,0,0
4406,L51585,L,302.4,310.2,1331,55.5,51,1,0,1,0,0,0
4934,H34347,H,303.4,312.2,1554,46.8,83,0,0,0,0,0,0
6425,M21284,M,300.3,310.0,1409,63.2,5,0,0,0,0,0,0
8080,L55259,L,300.2,311.5,1528,46.1,123,0,0,0,0,0,0
3581,L50760,L,296.8,303.6,1650,41.9,124,0,0,0,0,0,0
1037,M15896,M,296.4,307.5,1684,41.4,70,0,0,0,0,0,0
2740,L49919,L,299.8,309.2,1572,45.4,156,0,0,0,0,0,0
7122,M21981,M,300.9,310.4,1375,54.7,85,0,0,0,0,0,0
4522,L51701,L,302.4,310.4,1865,33.9,127,0,0,0,0,0,0
6900,L54079,L,300.9,311.6,1671,43.5,146,0,0,0,0,0,0
9450,M24309,M,298.1,308.8,1434,66.8,95,0,0,0,0,0,0
7205,L54384,L,299.8,309.6,1526,66.7,87,0,0,0,0,0,0
8864,L56043,L,298.0,309.2,1731,53.7,40,0,0,0,0,0,0
5917,L53096,L,300.6,310.2,1555,51.9,17,0,0,0,0,0,0
4124,M18983,M,302.1,310.6,1517,48.9,0,0,0,0,0,0,0
6537,L53716,L,301.3,310.5,1406,67.1,79,0,0,0,0,0,0
8124,H37537,H,300.2,311.5,1515,46.8,25,0,0,0,0,0,0
9729,L56908,L,298.8,309.8,1563,43.7,141,0,0,0,0,0,0
3204,M18063,M,300.1,309.1,1533,48.0,24,0,0,0,0,0,0
7502,L54681,L,300.2,311.7,1640,40.8,189,0,0,0,0,0,0
1753,L48932,L,298.2,307.6,1492,47.2,176,0,0,0,0,0,0
2220,M17079,M,299.6,309.1,1435,58.4,141,0,0,0,0,0,0
4992,M19851,M,303.9,313.0,1475,51.0,9,0,0,0,0,0,0
111,L47290,L,298.8,308.6,1872,32.5,80,0,0,0,0,0,0
6484,L53663,L,300.7,309.9,1412,55.3,153,0,0,0,0,0,0
5444,M20303,M,303.0,312.7,1426,56.8,97,0,0,0,0,0,0
9547,M24406,M,299.7,311.2,1560,63.9,122,0,0,0,0,0,0
5400,H34813,H,302.8,312.4,1411,63.8,244,1,0,0,0,1,0
7213,M22072,M,299.8,309.7,1705,38.5,101,0,0,0,0,0,0
5485,M20344,M,302.5,312.0,1826,35.3,201,0,0,0,0,0,0
4217,L51396,L,301.9,310.7,1370,75.3,22,0,0,0,0,0,0
9739,L56918,L,299.0,310.0,1509,48.0,166,0,0,0,0,0,0
2231,L49410,L,299.5,308.7,1446,55.7,171,0,0,0,0,0,0
4923,M19782,M,303.4,312.2,1615,45.7,54,0,0,0,0,0,0
3607,L50786,L,296.7,303.7,1318,65.0,192,0,0,0,0,0,0
3291,L50470,L,301.2,310.2,1385,52.3,40,0,0,0,0,0,0
7849,H37262,H,300.2,311.6,1547,47.7,215,0,0,0,0,0,0
5838,M20697,M,301.3,311.1,1834,45.4,18,0,0,0,0,0,0
2911,L50090,L,300.6,309.5,1576,48.8,122,0,0,0,0,0,0
67,M14926,M,298.9,308.9,1679,53.7,183,0,0,0,0,0,0
5081,L52260,L,304.2,313.3,1410,76.6,49,0,0,0,0,0,0
4776,L51955,L,303.5,312.0,1761,35.8,103,0,0,0,0,0,0
8045,L55224,L,300.7,311.8,1441,48.1,32,0,0,0,0,0,0
9436,L56615,L,298.0,308.7,1443,59.3,50,0,0,0,0,0,0
3972,H33385,H,302.2,311.4,1625,45.4,68,0,0,0,0,0,0
5340,M20199,M,303.4,312.7,1594,42.8,77,0,0,0,0,0,0
6162,L53341,L,301.0,310.9,1479,54.3,192,0,0,0,0,0,0
4593,L51772,L,302.9,311.1,1555,43.9,94,0,0,0,0,0,0
6438,L53617,L,300.4,310.0,1282,76.1,38,0,0,0,0,0,0
5981,M20840,M,300.6,310.7,1654,42.0,178,0,0,0,0,0,0
1866,L49045,L,297.9,307.7,1567,44.7,72,0,0,0,0,0,0
9239,M24098,M,298.2,308.8,1456,51.2,148,0,0,0,0,0,0
3274,M18133,M,301.3,309.9,1565,46.0,211,0,0,0,0,0,0
9704,L56883,L,298.9,310.0,1422,53.6,76,0,0,0,0,0,0
8940,M23799,M,297.3,308.4,1434,54.8,19,0,0,0,0,0,0
2948,L50127,L,300.7,309.5,1592,39.0,15,0,0,0,0,0,0
2915,H32328,H,295.6,302.6,1888,30.5,131,0,0,0,0,0,0
441,L47620,L,297.4,308.5,1389,49.2,52,0,0,0,0,0,0
7564,M22423,M,300.4,311.2,1831,33.4,131,0,0,0,0,0,0
3435,M18294,M,301.5,310.5,1412,54.1,182,0,0,0,0,0,0
7184,L54363,L,300.2,310.3,1445,60.9,32,0,0,0,0,0,0
4774,L51953,L,303.6,312.0,1391,60.3,99,0,0,0,0,0,0
6218,M21077,M,301.0,310.7,1455,66.1,99,0,0,0,0,0,0
6704,M21563,M,301.5,310.7,1744,38.2,59,0,0,0,0,0,0
4107,L51286,L,301.9,310.5,1425,76.1,175,0,0,0,0,0,0
2281,L49460,L,299.4,308.8,1390,67.0,90,0,0,0,0,0,0
6273,M21132,M,301.1,310.6,1429,77.7,37,0,0,0,0,0,0
3966,L51145,L,302.3,311.5,1507,47.5,53,0,0,0,0,0,0
4140,H33553,H,301.7,310.2,1620,40.8,40,0,0,0,0,0,0
2526,M17385,M,298.8,308.6,1598,45.1,50,0,0,0,0,0,0
2009,L49188,L,298.5,308.3,1811,44.7,23,0,0,0,0,0,0
6177,L53356,L,301.0,310.9,1515,47.3,4,0,0,0,0,0,0
1212,H30625,H,296.9,308.0,1416,56.9,103,0,0,0,0,0,0
7358,L54537,L,299.6,310.1,1487,52.9,40,0,0,0,0,0,0
7852,L55031,L,300.4,311.7,1373,57.2,1,0,0,0,0,0,0
9540,L56719,L,299.4,310.8,1424,57.7,107,0,0,0,0,0,0
6183,L53362,L,296.0,303.8,1475,45.3,17,0,0,0,0,0,0
8756,M23615,M,297.4,308.7,1582,41.9,159,0,0,0,0,0,0
8301,L55480,L,298.7,310.1,1558,47.6,42,0,0,0,0,0,0
6854,L54033,L,300.9,311.1,1417,50.7,22,0,0,0,0,0,0
8908,M23767,M,297.2,308.6,1404,53.7,158,0,0,0,0,0,0
603,L47782,L,297.9,309.8,2000,31.3,27,0,0,0,0,0,0
4429,L51608,L,297.4,303.1,1906,31.2,108,0,0,0,0,0,0
8797,L55976,L,297.2,308.3,1796,33.8,59,0,0,0,0,0,0
2062,L49241,L,294.7,302.6,1359,60.7,159,0,0,0,0,0,0
1393,M16252,M,299.0,310.3,1494,56.6,142,0,0,0,0,0,0
1792,L48971,L,298.1,307.8,1524,50.8,69,0,0,0,0,0,0
4686,M19545,M,298.6,304.8,1627,40.8,102,0,0,0,0,0,0
5817,L52996,L,301.3,311.0,1582,45.6,200,0,0,0,0,0,0
4143,L51322,L,296.7,303.1,1424,60.2,52,0,0,0,0,0,0
726,L47905,L,297.4,308.8,1640,44.2,140,0,0,0,0,0,0
9228,L56407,L,298.0,309.1,1473,54.3,122,0,0,0,0,0,0
6599,L53778,L,301.5,310.7,1424,71.1,18,0,0,0,0,0,0
5433,L52612,L,302.8,312.4,1392,56.2,68,0,0,0,0,0,0
7053,H36466,H,300.6,310.4,1510,52.8,122,0,0,0,0,0,0
1736,L48915,L,298.4,308.0,1380,57.6,128,0,0,0,0,0,0
173,M15032,M,298.1,308.0,1924,30.8,27,0,0,0,0,0,0
5692,L52871,L,302.4,311.8,1320,76.4,96,0,0,0,0,0,0
4240,L51419,L,302.3,311.0,1446,47.6,73,0,0,0,0,0,0
4295,M19154,M,301.7,310.1,1743,52.3,212,0,0,0,0,0,0
8367,M23226,M,298.9,309.8,1836,32.8,16,0,0,0,0,0,0
8500,L55679,L,298.4,309.6,1655,40.2,144,0,0,0,0,0,0
9143,L56322,L,297.6,308.5,1678,44.2,112,0,0,0,0,0,0
9512,L56691,L,299.1,310.3,1449,50.7,38,0,0,0,0,0,0
2949,L50128,L,295.7,302.5,1850,34.5,17,0,0,0,0,0,0
8941,H38354,H,297.3,308.3,1935,44.3,26,0,0,0,0,0,0
7304,L54483,L,300.1,310.6,1374,55.4,117,0,0,0,0,0,0
6130,M20989,M,301.0,311.0,1508,56.9,111,0,0,0,0,0,0
6409,L53588,L,300.3,309.9,1601,41.7,178,0,0,0,0,0,0
5943,L53122,L,300.7,310.7,1450,68.4,82,0,0,0,0,0,0
9644,L56823,L,299.4,310.4,1509,50.6,173,0,0,0,0,0,0
735,H30148,H,292.0,301.4,1305,64.6,166,0,0,0,0,0,0
2470,L49649,L,299.0,308.7,1507,47.5,132,0,0,0,0,0,0
5652,M20511,M,302.5,312.0,1447,55.7,208,0,0,0,0,0,0
403,L47582,L,297.4,308.6,1678,42.3,178,0,0,0,0,0,0
7910,L55089,L,300.7,312.2,1590,48.5,146,0,0,0,0,0,0
1713,L48892,L,298.3,307.9,1551,43.8,70,0,0,0,0,0,0
4841,L52020,L,303.4,311.9,1298,73.9,57,1,0,1,0,0,0
8675,M23534,M,292.4,301.6,1528,39.1,161,0,0,0,0,0,0
1407,L48586,L,298.9,310.1,1442,58.0,179,0,0,0,0,0,0
1902,M16761,M,297.9,307.6,1505,50.1,164,0,0,0,0,0,0
2322,M17181,M,299.2,308.8,1314,62.5,191,0,0,0,0,0,0
5708,L52887,L,302.4,311.8,1448,53.4,139,0,0,0,0,0,0
5111,M19970,M,304.0,313.5,1732,36.2,124,0,0,0,0,0,0
5621,L52800,L,303.0,312.3,1533,48.5,132,0,0,0,0,0,0
6068,L53247,L,301.0,311.0,1582,57.5,172,0,0,0,0,0,0
3390,M18249,M,301.5,310.7,1416,63.2,67,0,0,0,0,0,0
9872,M24731,M,298.9,309.8,1947,31.7,103,0,0,0,0,0,0
8984,M23843,M,297.0,307.7,1261,76.1,132,0,0,0,0,0,0
5707,L52886,L,302.4,311.9,1290,80.0,137,1,0,0,1,0,0
7802,L54981,L,300.0,311.4,1383,59.6,99,0,0,0,0,0,0
1600,L48779,L,297.9,308.0,1490,56.2,4,0,0,0,0,0,0
7325,M22184,M,294.9,303.4,1820,36.6,173,0,0,0,0,0,0
7413,L54592,L,300.0,311.0,1637,43.6,179,0,0,0,0,0,0
5226,M20085,M,304.0,313.2,1437,63.9,5,0,0,0,0,0,0
1101,H30514,H,296.8,307.5,1695,40.0,31,0,0,0,0,0,0
4920,L52099,L,303.3,312.2,1506,50.0,48,0,0,0,0,0,0
733,L47912,L,297.2,308.6,1924,32.1,161,0,0,0,0,0,0
1886,L49065,L,298.0,307.6,1683,42.8,120,0,0,0,0,0,0
371,M15230,M,297.5,308.3,1622,47.2,101,0,0,0,0,0,0
9743,L56922,L,298.9,310.2,1623,47.2,175,0,0,0,0,0,0
8363,L55542,L,298.6,309.6,1353,82.5,5,0,0,0,0,0,0
2693,L49872,L,300.1,309.7,1641,40.4,39,0,0,0,0,0,0
3997,M18856,M,302.3,311.3,1625,43.1,135,0,0,0,0,0,0
8455,L55634,L,298.6,310.0,1522,50.3,30,0,0,0,0,0,0
7811,L54990,L,295.1,304.5,2218,27.0,121,0,0,0,0,0,0
460,L47639,L,292.4,301.6,1476,52.3,105,0,0,0,0,0,0
2624,M17483,M,299.6,309.4,1283,72.1,81,0,0,0,0,0,0
5423,M20282,M,302.7,312.4,1422,54.5,47,0,0,0,0,0,0
9173,L56352,L,297.7,308.9,1715,37.2,191,0,0,0,0,0,0
6986,H36399,H,300.8,311.1,1698,34.8,154,0,0,0,0,0,0
7571,H36984,H,300.2,311.0,1777,37.5,149,0,0,0,0,0,0
3799,L50978,L,302.1,310.8,1786,35.7,45,0,0,0,0,0,0
2762,L49941,L,294.8,302.3,1299,75.1,210,1,0,0,0,1,0
3023,L50202,L,300.5,309.6,1760,40.6,211,0,0,0,0,0,0
3054,H32467,H,300.2,309.3,1506,45.6,61,0,0,0,0,0,0
7081,L54260,L,300.7,310.4,1543,57.3,201,0,0,0,0,0,0
6482,L53661,L,300.7,309.8,1406,58.4,149,0,0,0,0,0,0
479,L47658,L,297.4,309.0,1833,32.6,159,0,0,0,0,0,0
7587,L54766,L,295.4,304.1,1589,45.5,189,0,0,0,0,0,0
7366,L54545,L,299.6,310.1,2057,30.4,58,0,0,0,0,0,0
9703,L56882,L,298.9,310.0,1633,41.2,74,0,0,0,0,0,0
7038,L54217,L,300.6,310.6,1514,49.5,85,0,0,0,0,0,0
6371,L53550,L,300.1,309.6,1321,56.9,73,0,0,0,0,0,0
73,L47252,L,298.9,309.1,1369,54.4,196,0,0,0,0,0,0
3520,M18379,M,301.9,310.9,1569,42.5,186,0,0,0,0,0,0
3372,L50551,L,301.4,310.7,1989,31.8,17,0,0,0,0,0,0
4561,L51740,L,302.7,310.7,1597,51.9,13,0,0,0,0,0,0
1026,L48205,L,296.2,307.3,1475,47.0,42,0,0,0,0,0,0
8538,L55717,L,298.6,309.5,1730,50.2,37,0,0,0,0,0,0
1668,L48847,L,298.2,307.9,1769,37.2,186,0,0,0,0,0,0
4731,L51910,L,298.3,304.7,1508,45.5,215,0,0,0,0,0,0
3064,L50243,L,300.0,309.1,1431,55.4,88,0,0,0,0,0,0
5994,M20853,M,300.7,310.6,1407,52.4,216,0,0,0,0,0,0
5341,L52520,L,303.5,312.7,1393,59.3,80,0,0,0,0,0,0
4735,L51914,L,303.2,311.5,1507,59.2,221,0,0,0,0,0,0
7497,L54676,L,300.2,311.8,1464,54.5,177,0,0,0,0,0,0
1868,L49047,L,298.1,307.9,1502,51.8,77,0,0,0,0,0,0
4299,M19158,M,301.8,310.2,1437,52.3,-2,0,0,0,0,0,0
8020,L55199,L,301.0,312.1,1675,40.7,198,0,0,0,0,0,0
8647,L55826,L,297.5,308.6,1497,53.9,89,0,0,0,0,0,0
5135,L52314,L,304.1,313.3,1438,55.5,186,0,0,0,0,0,0
3084,L50263,L,295.1,302.3,1712,38.5,139,0,0,0,0,0,0
6432,L53611,L,300.2,309.8,1353,69.4,24,0,0,0,0,0,0
9958,L57137,L,298.1,307.8,1606,43.0,128,0,0,0,0,0,0
1872,L49051,L,298.3,308.1,1840,31.5,86,0,0,0,0,0,0
2019,L49198,L,293.7,301.5,1375,56.4,46,0,0,0,0,0,0
6862,H36275,H,296.1,304.3,2207,26.6,41,0,0,0,0,0,0
9848,L57027,L,298.4,309.1,1362,56.1,35,0,0,0,0,0,0
2827,M17686,M,300.3,309.4,1612,43.1,148,0,0,0,0,0,0
6662,M21521,M,296.3,303.4,1501,49.8,185,0,0,0,0,0,0
3252,L50431,L,296.1,302.6,1501,46.1,154,0,0,0,0,0,0
8516,L55695,L,293.2,302.4,1443,55.4,185,0,0,0,0,0,0
270,L47449,L,298.0,308.0,1524,62.0,51,0,0,0,0,0,0
5132,L52311,L,304.1,313.3,1452,53.9,180,0,0,0,0,0,0
1932,M16791,M,298.2,308.0,1969,31.7,30,0,0,0,0,0,0
2150,L49329,L,299.4,309.0,1613,52.2,174,0,0,0,0,0,0
8794,L55973,L,292.4,301.5,1782,35.9,52,0,0,0,0,0,0
1917,L49096,L,298.0,307.7,1387,60.8,202,0,0,0,0,0,0
3000,L50179,L,300.5,309.7,1395,71.0,155,0,0,0,0,0,0
793,L47972,L,296.8,307.8,1373,67.9,76,0,0,0,0,0,0
2317,L49496,L,299.2,308.8,1542,49.2,177,0,0,0,0,0,0
8370,L55549,L,298.8,309.7,1953,30.6,23,0,0,0,0,0,0
6365,M21224,M,299.9,309.6,1489,51.7,54,0,0,0,0,0,0
6853,H36266,H,301.0,311.2,1602,42.7,17,0,0,0,0,0,0
2259,L49438,L,299.1,308.2,1319,70.3,34,0,0,0,0,0,0
4785,L51964,L,298.9,305.6,1642,42.3,125,0,0,0,0,0,0
6287,L53466,L,301.1,310.6,1611,45.2,68,0,0,0,0,0,0
6932,M21791,M,300.8,311.4,1521,49.9,13,0,0,0,0,0,0
9922,M24781,M,298.5,308.7,1347,58.5,31,0,0,0,0,0,0
5391,H34804,H,302.8,312.3,1483,67.2,219,0,0,0,0,0,0
8805,M23664,M,297.5,308.6,1255,70.7,75,0,0,0,0,0,0
2839,L50018,L,300.3,309.3,1478,49.5,178,0,0,0,0,0,0
9092,M23951,M,297.2,308.0,1765,41.1,189,0,0,0,0,0,0
2734,L49913,L,299.7,309.2,1422,50.4,138,0,0,0,0,0,0
9971,H39384,H,293.4,301.1,1891,34.7,156,0,0,0,0,0,0
4733,L51912,L,303.3,311.7,1539,48.5,219,0,0,0,0,0,0
2299,L49478,L,299.3,308.6,1482,47.6,130,0,0,0,0,0,0
3066,M17925,M,300.1,309.2,1687,37.7,93,0,0,0,0,0,1
5155,L52334,L,304.2,313.4,1568,47.6,23,0,0,0,0,0,0
7390,L54569,L,299.8,310.6,1707,42.5,122,0,0,0,0,0,0
4718,M19577,M,298.4,304.6,1425,55.4,182,0,0,0,0,0,0
5883,L53062,L,301.4,311.1,1469,46.9,131,0,0,0,0,0,0
158,H29571,H,298.4,308.2,1478,53.5,204,0,0,0,0,0,0
3006,L50185,L,300.5,309.9,1503,57.4,171,0,0,0,0,0,0
5672,H35085,H,297.2,304.6,1534,47.2,39,0,0,0,0,0,0
3197,L50376,L,300.0,309.1,1489,50.3,5,0,0,0,0,0,0
6291,L53470,L,301.0,310.5,1932,31.7,77,0,0,0,0,0,0
9201,M24060,M,297.9,308.8,1602,42.1,57,0,0,0,0,0,0
1141,M16000,M,296.9,307.9,1385,69.8,146,0,0,0,0,0,0
8110,L55289,L,300.3,311.7,1821,36.3,200,0,0,0,0,0,0
