UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
1520,M16379,M,310.2,320.9,1512,38.5,28,0,0,0,0,0,0
6225,L53404,L,313.2,323.0,1612,32.9,129,0,0,0,0,0,0
1585,M16444,M,310.2,320.3,1639,33.3,191,0,0,0,0,0,0
5882,L53061,L,313.4,323.1,1952,22.7,131,0,0,0,0,0,0
5636,L52815,L,314.6,324.1,1502,47.3,171,0,0,0,0,0,0
9892,L57071,L,310.8,321.5,1374,48.1,159,0,0,0,0,0,0
4334,L51513,L,313.6,321.8,1588,33.9,89,0,0,0,0,0,0
712,L47891,L,309.5,320.7,1443,46.2,110,0,0,0,0,0,0
9815,H39228,H,305.3,314.1,1430,40.9,162,0,0,0,0,0,0
7528,L54707,L,312.1,323.3,1470,45.2,40,0,0,0,0,0,0
8786,L55965,L,309.5,320.6,1694,27.1,36,0,0,0,0,0,0
2046,M16905,M,311.3,321.1,1703,31.3,120,0,0,0,0,0,0
6202,M21061,M,313.0,322.9,1510,44.5,66,0,0,0,0,0,0
1292,M16151,M,310.6,321.7,1675,28.4,115,0,0,0,0,0,0
9045,L56224,L,309.4,320.4,1378,39.9,63,0,0,0,0,0,0
4804,L51983,L,315.6,324.5,1710,31.4,180,0,0,0,0,0,0
2550,L49729,L,311.4,321.2,1489,57.3,118,0,0,0,0,0,0
6687,L53866,L,313.7,323.0,1715,39.8,21,0,0,0,0,0,0
5926,M20785,M,312.2,322.1,1619,31.3,38,0,0,0,0,0,0
9460,L56639,L,310.4,321.1,1579,36.1,123,0,0,0,0,0,0
3151,L50330,L,312.4,321.8,1513,32.9,117,0,0,0,0,0,0
7025,L54204,L,307.6,315.6,2127,18.7,53,0,0,0,0,0,0
1140,M15999,M,309.0,319.9,1569,33.3,141,0,0,0,0,0,0
751,L47930,L,308.7,320.0,1535,36.8,210,0,0,0,0,0,0
5908,H35321,H,312.8,322.4,1419,61.4,204,0,0,0,0,0,0
3734,L50913,L,314.2,323.1,1470,39.6,97,0,0,0,0,0,0
2841,H32254,H,312.4,321.4,1487,48.9,183,0,0,0,0,0,0
4742,L51921,L,315.2,323.3,1393,52.9,12,0,0,0,0,0,0
1308,L48487,L,310.8,322.0,1423,42.1,154,0,0,0,0,0,0
3815,M18674,M,314.1,322.6,1326,59.1,88,1,0,1,0,0,0
1655,L48834,L,310.2,320.1,1379,62.3,149,0,0,0,0,0,0
6228,L53407,L,313.2,322.8,1479,38.2,139,0,0,0,0,0,0
4555,L51734,L,314.6,322.5,1748,28.2,2,0,0,0,0,0,0
7429,M22288,M,312.0,323.4,1864,23.3,2,0,0,0,0,0,0
1258,L48437,L,309.5,320.9,1466,58.0,19,0,0,0,0,0,0
5978,L53157,L,312.6,322.7,1750,30.6,171,0,0,0,0,0,0
2665,M17524,M,311.9,321.4,1487,42.2,198,0,0,0,0,0,0
6066,L53245,L,313.0,322.9,1568,38.2,172,0,0,0,0,0,0
5821,L53000,L,313.3,323.1,1723,27.6,210,0,0,0,0,0,0
3433,M18292,M,313.6,322.7,2012,20.7,178,0,0,0,0,0,0
7964,L55143,L,313.0,324.2,1510,54.9,65,0,0,0,0,0,0
4375,L51554,L,314.0,321.7,1551,34.8,207,0,0,0,0,0,0
8475,M23334,M,305.5,314.7,1523,44.6,83,0,0,0,0,0,0
7606,H37019,H,307.4,316.3,2026,20.3,26,0,0,0,0,0,0
606,M15465,M,309.9,321.8,1693,44.9,39,0,0,0,0,0,0
1170,L48349,L,309.0,320.1,1355,43.7,217,0,0,0,0,0,0
9981,L57160,L,310.6,320.4,1559,36.6,188,0,0,0,0,0,0
4501,L51680,L,314.6,322.4,1638,51.2,88,0,0,0,0,0,0
2804,L49983,L,312.2,321.5,1343,50.2,98,0,0,0,0,0,0
8752,M23611,M,309.4,320.5,1472,42.0,150,0,0,0,0,0,0
8045,L55224,L,307.7,316.8,1441,38.1,34,0,0,0,0,0,0
4011,M18870,M,314.1,323.1,1605,37.6,171,0,0,0,0,0,0
2678,L49857,L,311.8,321.5,1495,39.6,10,0,0,0,0,0,0
7574,L54753,L,312.3,323.1,1605,37.1,160,0,0,0,0,0,0
6217,L53396,L,313.1,322.8,1724,27.5,101,0,0,0,0,0,0
4423,M19282,M,314.6,322.2,2157,17.2,94,0,0,0,0,0,0
619,H30032,H,310.2,322.0,1433,59.2,72,0,0,0,0,0,0
969,L48148,L,302.9,311.7,1547,40.9,107,0,0,0,0,0,0
9126,L56305,L,309.4,320.5,1569,34.2,72,0,0,0,0,0,0
3599,L50778,L,313.7,322.5,1399,53.2,174,0,0,0,0,0,0
923,M15782,M,302.5,310.9,1380,52.4,202,0,0,0,0,0,0
5314,M20173,M,315.7,324.9,1566,32.6,9,0,0,0,0,0,0
6693,M21552,M,313.8,323.0,1839,33.6,28,0,0,0,0,0,0
3865,M18724,M,314.5,323.4,1629,41.7,223,0,0,0,0,0,0
917,M15776,M,307.3,317.8,1589,36.2,184,0,0,0,0,0,0
3753,H33166,H,314.3,323.1,1455,40.3,145,0,0,0,0,0,0
526,L47705,L,309.4,321.4,1466,45.5,53,0,0,0,0,0,0
5169,H34582,H,316.1,325.4,1696,29.6,65,0,0,0,0,0,0
6573,L53752,L,313.4,322.7,1428,53.7,176,0,0,0,0,0,0
4387,L51566,L,313.9,321.7,1719,31.9,0,0,0,0,0,0,0
1085,M15944,M,309.0,319.7,1498,47.1,199,0,0,0,0,0,0
3457,H32870,H,313.4,322.4,1610,38.6,16,0,0,0,0,0,0
9293,L56472,L,310.2,321.0,1643,34.1,91,0,0,0,0,0,0
9394,H38807,H,304.7,313.2,1489,43.0,151,0,0,0,0,0,0
5156,H34569,H,316.2,325.3,1625,37.3,27,0,0,0,0,0,0
3484,H32897,H,313.9,322.8,1455,42.7,85,0,0,0,0,0,0
9627,M24486,M,311.0,322.0,1341,73.9,130,0,0,0,0,0,0
8180,L55359,L,311.8,323.3,1560,35.4,178,0,0,0,0,0,0
6483,L53662,L,312.6,321.9,1480,43.7,153,0,0,0,0,0,0
3638,M18497,M,314.2,323.4,1626,46.6,66,0,0,0,0,0,0
7518,L54697,L,312.3,323.7,1445,47.3,15,0,0,0,0,0,0
2341,L49520,L,311.1,320.1,1479,40.7,10,0,0,0,0,0,0
4340,L51519,L,313.7,321.9,1524,46.6,104,0,0,0,0,0,0
2288,L49467,L,311.4,320.6,1746,26.8,107,0,0,0,0,0,0
4041,L51220,L,314.0,322.8,1767,27.4,11,0,0,0,0,0,0
2884,L50063,L,312.6,321.5,1437,50.0,53,0,0,0,0,0,0
9198,M24057,M,309.9,320.8,1469,49.0,51,0,0,0,0,0,0
8831,H38244,H,309.3,320.7,1430,42.8,153,0,0,0,0,0,0
4305,L51484,L,313.6,322.1,1694,26.3,14,0,0,0,0,0,0
4403,H33816,H,314.3,322.2,1506,43.8,41,0,0,0,0,0,0
9578,M24437,M,311.5,322.7,1364,49.5,0,0,0,0,0,0,0
7020,L54199,L,312.8,322.8,1741,27.1,39,0,0,0,0,0,0
9561,L56740,L,311.6,322.9,1487,42.5,164,0,0,0,0,0,0
6544,L53723,L,313.4,322.8,1698,29.6,99,0,0,0,0,0,0
5931,L53110,L,312.3,322.3,1483,51.6,50,0,0,0,0,0,0
3594,M18453,M,313.6,322.4,1377,44.9,161,0,0,0,0,0,0
2267,L49446,L,311.2,320.5,1381,60.6,59,0,0,0,0,0,0
8349,M23208,M,310.7,321.6,1452,42.7,180,0,0,0,0,0,0
8086,L55265,L,312.2,323.4,1331,49.8,143,0,0,0,0,0,0
1490,M16349,M,310.2,321.0,1723,26.6,168,0,0,0,0,0,0
2202,L49381,L,311.8,321.0,1567,46.1,93,0,0,0,0,0,0
772,H30185,H,308.8,320.0,1311,58.6,19,0,0,0,0,0,0
1797,H31210,H,310.1,319.6,1542,37.1,84,0,0,0,0,0,0
2505,L49684,L,311.2,321.1,1468,45.6,2,0,0,0,0,0,0
2973,M17832,M,312.6,321.4,1432,59.2,88,0,0,0,0,0,0
2622,M17481,M,311.5,321.3,1506,41.5,77,0,0,0,0,0,0
9169,H38582,H,304.6,313.8,1385,44.4,181,0,0,0,0,0,0
6917,M21776,M,312.9,323.3,1603,31.8,190,0,0,0,0,0,0
9772,M24631,M,310.7,321.6,1424,50.4,32,0,0,0,0,0,0
1041,L48220,L,308.7,319.7,1502,43.9,84,0,0,0,0,0,0
6305,L53484,L,313.1,322.5,1532,37.5,119,0,0,0,0,0,0
6253,L53432,L,312.8,322.3,1538,36.1,198,0,0,0,0,0,0
9764,M24623,M,310.6,321.6,1635,29.7,9,0,0,0,0,0,0
7669,L54848,L,312.6,323.8,1539,37.0,187,0,0,0,0,0,0
8670,M23529,M,309.5,320.8,1471,52.3,152,0,0,0,0,0,0
4120,L51299,L,314.1,322.7,1325,45.1,208,1,0,1,0,0,0
9065,L56244,L,309.2,320.4,1833,25.2,117,0,0,0,0,0,0
189,L47368,L,310.3,320.5,1606,33.6,67,0,0,0,0,0,0
3334,M18193,M,308.6,315.8,1343,49.5,140,0,0,0,0,0,0
8576,M23435,M,304.6,313.3,1648,29.1,134,0,0,0,0,0,0
1877,L49056,L,310.3,320.0,1242,62.0,98,0,0,0,0,0,0
9181,L56360,L,304.9,314.1,1507,36.9,13,0,0,0,0,0,0
8798,L55977,L,309.2,320.3,1569,31.2,63,0,0,0,0,0,0
6200,L53379,L,312.9,322.9,1497,53.2,60,0,0,0,0,0,0
4372,L51551,L,314.0,321.8,1480,40.0,199,0,0,0,0,0,0
3859,L51038,L,314.5,323.4,1559,47.6,207,0,0,0,0,0,0
3834,M18693,M,314.3,323.0,1541,51.6,147,0,0,0,0,0,0
5574,L52753,L,314.5,324.2,1738,25.3,14,0,0,0,0,0,0
1828,M16687,M,309.9,319.3,1420,47.8,171,0,0,0,0,0,0
4809,L51988,L,315.5,324.3,1404,48.6,193,0,0,0,0,0,0
7124,M21983,M,312.9,322.4,1576,40.4,92,0,0,0,0,0,0
2592,L49771,L,310.9,320.6,1522,46.4,2,0,0,0,0,0,0
7434,M22293,M,312.1,323.4,1913,21.9,15,0,0,0,0,0,0
54,L47233,L,310.7,321.0,1565,35.1,152,0,0,0,0,0,0
6190,M21049,M,308.0,315.9,1910,21.9,37,0,0,0,0,0,0
1732,M16591,M,305.3,312.9,1485,42.0,117,0,0,0,0,0,0
4316,M19175,M,313.4,322.0,1651,29.8,44,0,0,0,0,0,0
8202,M23061,M,311.3,322.9,1826,25.1,2,0,0,0,0,0,0
5571,M20430,M,314.4,324.1,1492,57.7,5,0,0,0,0,0,0
2928,M17787,M,312.7,321.6,1421,49.8,165,0,0,0,0,0,0
8318,L55497,L,310.7,321.7,1667,30.4,92,0,0,0,0,0,0
1744,M16603,M,310.5,320.0,1713,25.8,154,0,0,0,0,0,0
7076,L54255,L,312.7,322.5,1536,62.4,196,0,0,0,0,0,0
4890,L52069,L,315.7,324.5,1632,36.6,186,0,0,0,0,0,0
8332,M23191,M,310.8,321.7,1392,63.7,137,0,0,0,0,0,0
3231,L50410,L,312.6,321.4,1556,46.0,96,0,0,0,0,0,0
9978,L57157,L,310.6,320.3,1422,40.4,179,0,0,0,0,0,0
3259,L50438,L,313.2,321.9,1643,32.9,171,0,0,0,0,0,0
7107,L54286,L,312.8,322.5,1482,49.0,45,0,0,0,0,0,0
6127,L53306,L,312.9,322.9,1370,52.5,107,0,0,0,0,0,0
1083,H30496,H,309.1,319.9,1420,49.8,190,0,0,0,0,0,0
2647,M17506,M,311.8,321.5,1453,43.2,153,0,0,0,0,0,0
8838,M23697,M,309.5,321.1,1540,38.5,176,0,0,0,0,0,0
7718,L54897,L,312.5,323.6,1365,63.0,83,0,0,0,0,0,0
8690,L55869,L,309.1,320.4,1543,39.6,205,0,0,0,0,0,0
10,M14869,M,310.5,321.0,1741,28.0,21,0,0,0,0,0,0
9814,L56993,L,310.3,321.1,1387,52.3,160,0,0,0,0,0,0
5311,L52490,L,315.8,325.0,1427,43.0,0,0,0,0,0,0,0
8006,L55185,L,312.8,324.0,1477,37.3,164,0,0,0,0,0,0
320,L47499,L,309.8,320.4,1612,32.1,183,0,0,0,0,0,0
1833,M16692,M,309.8,319.4,1330,51.7,183,0,0,0,0,0,0
5948,M20807,M,312.7,322.8,1465,45.2,92,0,0,0,0,0,0
5039,L52218,L,316.1,325.3,1732,28.5,132,0,0,0,0,0,0
3924,M18783,M,314.6,323.4,1718,31.2,154,0,0,0,0,0,0
950,L48129,L,307.6,318.3,1636,32.7,56,0,0,0,0,0,0
3947,M18806,M,314.2,323.3,1658,31.0,2,0,0,0,0,0,0
9296,M24155,M,310.2,321.0,1413,47.9,97,0,0,0,0,0,0
1291,L48470,L,310.6,321.7,1429,45.8,113,0,0,0,0,0,0
1404,L48583,L,311.0,322.2,1372,48.0,174,0,0,0,0,0,0
5694,M20553,M,309.4,316.8,1453,42.1,105,0,0,0,0,0,0
7963,L55142,L,313.0,324.2,1372,47.0,59,0,0,0,0,0,0
1134,M15993,M,308.8,319.9,1418,47.9,127,0,0,0,0,0,0
1356,M16215,M,310.6,322.0,1681,45.5,42,0,0,0,0,0,0
8728,L55907,L,309.2,320.7,1501,38.5,86,0,0,0,0,0,0
7747,M22606,M,312.4,323.7,1508,55.4,162,0,0,0,0,0,0
2061,L49240,L,311.6,321.5,1803,27.7,159,0,0,0,0,0,0
2104,M16963,M,311.3,321.1,1376,46.7,49,0,0,0,0,0,0
2615,L49794,L,311.3,321.1,1634,51.8,66,0,0,0,0,0,0
7788,L54967,L,312.3,323.5,1378,47.5,64,0,0,0,0,0,0
9008,L56187,L,309.4,320.0,1383,46.2,188,0,0,0,0,0,0
2706,L49885,L,311.7,321.2,1326,64.8,71,0,0,0,0,0,0
4343,M19202,M,313.7,321.8,1284,68.2,111,1,0,1,1,0,0
8646,M23505,M,309.6,320.6,1492,35.5,88,0,0,0,0,0,0
9939,L57118,L,310.3,320.1,1528,33.9,82,0,0,0,0,0,0
6933,L54112,L,312.8,323.4,1322,67.2,18,1,0,0,1,0,0
3471,L50650,L,313.8,322.8,1736,26.5,56,0,0,0,0,0,0
8836,H38249,H,309.4,320.8,1324,53.5,169,0,0,0,0,0,0
6686,L53865,L,313.6,322.9,1532,53.6,13,0,0,0,0,0,0
9152,L56331,L,304.6,313.6,1553,40.5,135,0,0,0,0,0,0
4963,M19822,M,311.0,317.7,1456,51.2,160,0,0,0,0,0,0
3296,L50475,L,313.1,322.2,1496,43.4,54,0,0,0,0,0,0
8861,M23720,M,304.9,314.1,1488,37.3,30,0,0,0,0,0,0
5108,L52287,L,315.9,325.2,1540,44.4,119,0,0,0,0,0,0
6538,M21397,M,313.3,322.5,1481,39.7,85,0,0,0,0,0,0
5739,L52918,L,309.3,316.7,1281,48.8,0,0,0,0,0,0,0
6322,L53501,L,312.7,322.2,1286,74.9,158,0,0,0,0,0,0
6119,M20978,M,312.9,323.1,1325,61.4,88,0,0,0,0,0,0
7178,L54357,L,312.2,322.2,1415,49.6,21,0,0,0,0,0,0
8480,L55659,L,310.6,321.7,1627,33.4,99,0,0,0,0,0,0
7398,L54577,L,311.7,322.6,1737,26.1,144,0,0,0,0,0,0
1983,M16842,M,310.0,319.7,1487,41.3,160,0,0,0,0,0,0
4062,L51241,L,313.9,322.8,1906,21.7,62,0,0,0,0,0,0
3682,M18541,M,314.1,323.3,1453,45.1,174,0,0,0,0,0,0
1050,L48229,L,308.5,319.6,1415,44.2,106,0,0,0,0,0,0
5540,H34953,H,314.3,323.7,1482,39.0,127,0,0,0,0,0,0
345,M15204,M,309.5,320.2,2448,13.8,29,0,0,0,0,0,0
9639,H39052,H,311.3,322.4,1393,44.9,162,0,0,0,0,0,0
9076,L56255,L,309.3,320.1,1506,36.0,150,0,0,0,0,0,0
3771,L50950,L,314.3,323.0,1609,31.0,190,0,0,0,0,0,0
9642,L56821,L,311.3,322.4,1365,53.9,171,0,0,0,0,0,0
3609,M18468,M,313.7,322.8,1954,21.6,198,0,0,0,0,0,0
118,L47297,L,310.8,320.6,1599,33.0,101,0,0,0,0,0,0
1164,L48343,L,308.9,319.9,1367,47.1,204,0,0,0,0,0,0
9820,M24679,M,305.6,314.4,1464,36.9,179,0,0,0,0,0,0
8945,L56124,L,309.3,320.3,1471,53.2,41,0,0,0,0,0,0
965,L48144,L,307.7,318.5,1737,26.2,97,0,0,0,0,0,0
3751,L50930,L,314.3,323.1,1589,29.9,141,0,0,0,0,0,0
1105,L48284,L,308.6,319.4,1389,42.7,48,0,0,0,0,0,0
515,L47694,L,309.4,321.2,1620,33.2,28,0,0,0,0,0,0
5414,H34827,H,314.7,324.5,1527,36.4,26,0,0,0,0,0,0
1161,H30574,H,309.0,319.7,1834,23.8,195,0,0,0,0,0,0
8424,L55603,L,311.0,322.4,1452,46.2,168,0,0,0,0,0,0
3900,M18759,M,314.1,323.0,1711,28.7,83,0,0,0,0,0,0
4563,L51742,L,314.7,322.7,1398,57.7,19,0,0,0,0,0,0
2714,M17573,M,311.6,321.2,1651,45.8,96,0,0,0,0,0,0
7954,L55133,L,313.0,324.0,1447,36.8,31,0,0,0,0,0,0
3511,L50690,L,313.7,323.0,1474,42.6,164,0,0,0,0,0,0
8835,L56014,L,309.4,320.8,1473,46.2,167,0,0,0,0,0,0
2168,H31581,H,311.6,321.1,1588,41.3,0,0,0,0,0,0,0
7395,L54574,L,306.7,315.6,1479,38.0,137,0,0,0,0,0,0
9356,L56535,L,310.3,320.9,1708,28.0,42,0,0,0,0,0,0
9441,M24300,M,310.1,320.8,1378,53.5,65,0,0,0,0,0,0
7745,L54924,L,312.4,323.7,1314,59.5,160,0,0,0,0,0,0
3982,M18841,M,314.2,323.3,1931,21.9,101,0,0,0,0,0,0
7750,L54929,L,312.4,323.6,1674,33.0,172,0,0,0,0,0,0
6670,L53849,L,313.4,322.5,1571,33.9,208,0,0,0,0,0,0
3120,L50299,L,312.1,321.4,1858,23.6,26,0,0,0,0,0,0
1546,M16405,M,310.4,321.0,1544,38.8,97,0,0,0,0,0,0
1589,L48768,L,310.2,320.3,1688,32.0,202,0,0,0,0,0,0
6810,L53989,L,312.9,322.8,1490,53.1,129,0,0,0,0,0,0
7063,M21922,M,312.6,322.4,1407,51.1,157,0,0,0,0,0,0
5805,L52984,L,313.5,322.9,1365,46.5,172,0,0,0,0,0,0
6940,M21799,M,312.7,323.3,1348,53.0,35,0,0,0,0,0,0
6736,L53915,L,313.6,323.0,1485,40.1,142,0,0,0,0,0,0
7652,M22511,M,312.4,323.5,1476,32.6,144,0,0,0,0,0,0
3450,L50629,L,308.7,315.7,1605,33.3,220,0,0,0,0,0,0
888,H30301,H,307.7,318.2,2161,16.5,105,0,0,0,0,0,0
5425,L52604,L,309.6,317.2,1377,45.5,54,0,0,0,0,0,0
3516,M18375,M,313.9,323.1,1605,55.0,183,0,0,0,0,0,0
9300,M24159,M,310.1,320.9,1335,65.4,114,0,0,0,0,0,0
1613,M16472,M,309.9,319.9,1540,39.8,38,0,0,0,0,0,0
994,M15853,M,308.1,319.1,1485,36.0,169,0,0,0,0,0,0
6597,M21456,M,313.5,322.7,1454,39.4,17,0,0,0,0,0,0
9515,L56694,L,306.0,315.1,1416,45.9,47,0,0,0,0,0,0
5560,M20419,M,314.5,324.0,1451,43.2,189,0,0,0,0,0,0
1791,L48970,L,310.2,319.9,1847,23.6,69,0,0,0,0,0,0
4074,M18933,M,313.9,322.6,1412,46.5,89,0,0,0,0,0,0
3140,H32553,H,312.4,321.9,1513,38.7,76,0,0,0,0,0,0
3117,L50296,L,312.0,321.2,1566,34.4,18,0,0,0,0,0,0
8787,L55966,L,309.5,320.5,1306,50.7,38,0,0,0,0,0,0
7351,L54530,L,311.7,322.2,1469,39.5,26,0,0,0,0,0,0
2297,L49476,L,311.4,320.7,1553,42.7,128,0,0,0,0,0,0
1976,L49155,L,310.0,319.7,1422,55.6,138,0,0,0,0,0,0
3007,L50186,L,312.4,321.7,1488,35.7,177,0,0,0,0,0,0
4564,L51743,L,314.7,322.7,1977,20.0,21,0,0,0,0,0,0
7580,L54759,L,312.4,323.2,1436,56.8,173,0,0,0,0,0,0
4093,H33506,H,314.0,322.5,1812,24.4,138,0,0,0,0,0,0
1236,H30649,H,309.1,320.4,1654,31.4,171,0,0,0,0,0,0
7261,L54440,L,312.4,322.5,2424,14.5,12,0,0,0,0,0,0
9017,L56196,L,309.3,320.2,1396,52.7,212,1,0,0,0,1,0
1605,L48784,L,309.8,319.8,1452,39.8,21,0,0,0,0,0,0
829,L48008,L,308.5,319.3,1566,37.2,164,0,0,0,0,0,0
531,M15390,M,309.6,321.5,1709,47.2,69,0,0,0,0,0,0
8857,M23716,M,309.7,320.9,1327,63.7,21,0,0,0,0,0,0
242,L47421,L,310.0,320.1,1777,24.3,200,0,0,0,0,0,0
1529,L48708,L,310.1,321.0,1559,34.0,54,0,0,0,0,0,0
8049,L55228,L,312.6,323.9,1413,51.3,41,0,0,0,0,0,0
3873,L51052,L,314.7,323.9,1389,46.5,15,0,0,0,0,0,0
2725,M17584,M,311.8,321.3,1470,42.7,119,0,0,0,0,0,0
6659,L53838,L,313.4,322.4,1430,50.9,178,0,0,0,0,0,0
7957,H37370,H,312.9,323.9,1513,38.0,38,0,0,0,0,0,0
7887,M22746,M,312.6,324.2,2174,18.5,95,0,0,0,0,0,0
3503,M18362,M,313.8,322.9,1346,44.6,142,0,0,0,0,0,0
6571,L53750,L,313.4,322.6,1634,31.1,171,0,0,0,0,0,0
961,L48140,L,307.8,318.5,1534,37.9,88,0,0,0,0,0,0
2698,L49877,L,312.0,321.6,1618,28.7,53,0,0,0,0,0,0
6210,L53389,L,312.7,322.6,1407,40.5,87,0,0,0,0,0,0
36,M14895,M,310.8,321.2,1452,48.6,98,0,0,0,0,0,0
6397,L53576,L,312.0,321.6,1526,46.4,150,0,0,0,0,0,0
4346,M19205,M,313.8,321.8,1546,39.8,121,0,0,0,0,0,0
7455,L54634,L,312.2,323.6,1446,47.3,66,0,0,0,0,0,0
4674,L51853,L,315.4,323.5,1501,36.2,69,0,0,0,0,0,0
6931,M21790,M,312.9,323.5,1836,21.8,12,0,0,0,0,0,0
9789,M24648,M,305.5,314.5,1535,39.8,87,0,0,0,0,0,0
7119,L54298,L,307.9,315.5,1565,35.9,81,0,0,0,0,0,0
9106,M23965,M,309.3,320.2,1677,34.9,21,0,0,0,0,0,0
7202,L54381,L,312.0,321.8,1474,55.6,82,0,0,0,0,0,0
7428,L54607,L,307.0,316.4,1634,31.9,0,0,0,0,0,0,0
7974,L55153,L,313.1,324.3,1682,29.7,83,0,0,0,0,0,0
2537,L49716,L,310.9,320.8,1281,53.9,77,0,0,0,0,0,0
3112,L50291,L,312.0,321.2,1759,27.9,5,0,0,0,0,0,0
4862,L52041,L,315.5,324.3,1946,21.1,112,0,0,0,0,0,0
3567,L50746,L,313.8,322.6,1295,62.3,91,0,0,0,0,0,0
959,L48138,L,307.8,318.4,1399,47.6,84,0,0,0,0,0,0
9490,L56669,L,310.9,321.7,1407,41.9,207,0,0,0,0,0,0
7772,L54951,L,312.3,323.6,1709,39.5,25,0,0,0,0,0,0
8884,M23743,M,309.9,321.2,1529,38.1,96,0,0,0,0,0,0
999,M15858,M,308.4,319.2,2071,19.4,183,0,0,0,0,0,0
79,L47258,L,310.8,320.9,1398,61.5,-2,0,0,0,0,0,0
5139,M19998,M,316.3,325.6,1489,40.3,196,0,0,0,0,0,0
937,M15796,M,307.6,318.1,1418,46.2,24,0,0,0,0,0,0
822,L48001,L,308.7,319.6,1474,41.7,148,0,0,0,0,0,0
9572,L56751,L,311.7,322.8,1589,36.0,190,0,0,0,0,0,0
7812,M22671,M,312.0,323.4,1466,39.0,125,0,0,0,0,0,0
8239,L55418,L,311.1,322.4,1519,45.3,92,0,0,0,0,0,0
8702,M23561,M,309.3,320.7,1466,38.4,27,0,0,0,0,0,0
2580,L49759,L,311.3,321.1,1795,24.7,187,0,0,0,0,0,0
932,L48111,L,307.5,317.9,1542,36.2,12,0,0,0,0,0,0
